usage_date,1,10,11,12,13,14,15,16,17,18,19,2,20,21,3,4,5,6,7,8,9
2008-01-01,19.91594495864016,12.287960745012937,8.342763574901985,11.783474150258858,18.983576657123283,22.480992382081098,15.24902578717672,14.980815871399669,13.167135613319752,16.48546956835363,21.038596324896652,12.547150769571758,13.400953293471634,15.155270767090595,12.54711448157136,18.539692154269837,11.598718946901784,12.40356765571306,12.54711448157136,21.348673140115658,6.862678913269389
2008-01-02,30.083913271493678,67.83078029693392,13.443872820916363,11.262456268262452,22.4417293931992,17.429122447348668,19.58129711211443,14.889189639755196,13.444520765838282,14.656209373630775,18.451503225748482,18.536366806243606,18.509834154198856,18.26527898892114,18.53634610019389,16.510408728174053,9.442536971281976,19.356864421827876,18.53634610019389,20.831474704706263,31.49926486286469
2008-01-03,21.94898049018276,69.1821950434601,15.293940052213761,13.558208083642691,17.62945037304487,18.670344389652126,13.610213118435215,13.015980458341359,11.375223345835375,10.514842415204436,15.173839695928404,10.980150375055231,12.98659365092286,15.664294308192488,10.980099526776936,10.491642688274384,8.639376784488322,11.024475736697555,10.980099526776936,16.655552364229436,108.12598832789983
2008-01-04,16.355632337823863,67.01121824577356,13.729386418269653,10.75540644474103,13.836872778533587,19.341538212052665,13.954251008162682,10.755482829418183,14.342504177371993,12.982339188743097,17.047097818713794,9.10435238254557,10.46234309060235,14.355371672475828,9.104389582932093,8.511302713874235,9.686686030605909,8.908752264041294,9.104389582932093,10.716062842820168,32.89178375184678
2008-01-05,14.56728135198436,68.02660714536725,15.180030108315421,11.255193452568644,8.81352221775612,21.932455291016108,13.277557949960409,11.879513577933196,16.015785871688927,11.875362556895299,16.070121642147143,5.357848568085305,7.709383931910803,14.575722061985886,5.357793425029522,5.643358855379894,8.167171630598844,4.9642286265172215,5.357793425029522,8.131277155392882,14.591127008628085
2008-01-06,11.885870149541834,69.36230358958034,13.64554905543719,13.627862374043604,8.987757062676174,19.50642987659397,9.813035133345945,11.40899846690344,12.360207254544358,12.180049223942653,13.950799507004444,4.146893416384112,6.319928613626012,15.009209554026251,4.14691145337554,6.890746343425411,7.999972123165391,4.1839729989693435,4.14691145337554,6.787921848574118,10.639326724527498
2008-01-07,13.43789123113934,66.55696775562903,10.216225356743431,13.2917826642414,9.01939733146672,19.35096873683871,10.873224584747774,10.194456229881244,12.654207870662676,11.091315264885235,13.003904998532434,5.010544343517517,6.781268438664859,8.626133019258415,5.010491154371463,4.870806604865172,15.032905245332943,5.222948989290776,5.010491154371463,6.649942705113306,14.082532075282469
2008-01-08,10.394768323866801,64.67275601237932,7.207801665205225,7.277715966890764,7.898594936586055,13.374936015829974,8.102286456354998,11.41172294273268,10.376293499777308,11.28971551853606,9.063333731947388,5.8247060595339635,7.501639060301692,7.1660214710078805,5.82472442627164,4.7819692386964565,16.872054609583234,5.978607314384656,5.82472442627164,7.789618716429383,10.375293255702855
2008-01-09,10.320156141593085,63.330481531519446,6.885361916052757,7.432007491414941,7.385476302718957,11.459493093460214,6.72510987722713,12.444953818951408,7.46315421028896,10.590034335436066,8.881451656760467,5.575355251541549,6.392220057034614,6.677900767562737,5.57532937956996,5.370593134479744,18.566405243850493,5.856679474908803,5.57532937956996,9.361628524182406,12.426958224947604
2008-01-10,15.298505415375974,64.46666867768,9.453678349754965,9.150231876574242,9.070624985171458,11.819534239593713,10.720669251017496,14.778157456809108,11.16059577987544,15.446551324895704,13.948442492764586,6.906724906390105,10.79050097401195,12.32025771132344,6.906865206975425,6.511734982605175,9.839241078692824,7.209158050478082,6.906865206975425,10.773575520906753,8.831011944676925
